"Населено място","Търговски обект","Наименование на продукта","Код на продукта",Категория,"Цена на дребно","Цена в промоция"
68134,1,"Кафе на зърна Beans Republic Brasiliero, 100% Arabica, 1 кг",DBSJS4YBM,71,28.11,
68134,1,"Паста за зъби Beverly Hills Perfect White Black Sensitive, 100 мл",DBSPVHMBM,81,13.99,
68134,1,"Паста за зъби Lacalut Multi-Effect Deep-Cleaning, 75 мл",DBX8N8MBM,81,4.08,
68134,1,"Паста за зъби Parodontax Complete Protection Herbal Sensation, 75 мл",DC0GP3YBM,81,4.9,
68134,1,"Билков чай J.T. Ronnefeldt, Joy of Tea® Rooibos Cream Orange, 15 пакетчета, 45 гр",DC0L3LBBM,72,12.26,
68134,1,"Плодов чай Dammann Carcadet Provence, 24 пакетчета, Индивидуално опаковани, 96 гр",DC2NPLBBM,72,19.42,
68134,1,"Паста за зъби Colgate Total Active Fresh, 100 мл",DC56ZYMBM,81,4.08,
68134,1,"Тоалетна хартия Regina, Лайка, 3 пласта, 8 ролки",DCFKJJYBM,85,5.11,
68134,1,"Кърпички за дезинфекция SOS, Универсални, 10 броя",DCLQ1KMBM,84,7.99,
68134,1,"Кафе на зърна Jacobs Auslese Crema, 1 кг",DCN6CBMBM,71,19.31,
68134,1,"Зелен чай Twinings, С вкус на жасмин, 25 пакетчета, 45 гр",DCPCCLBBM,72,5.61,
68134,1,"Сапун Palmolive Hygiene Plus Eucalypt, 90 г",DCPLSTMBM,83,1.06,
68134,1,"Паста за зъби La Saponaria с ягода за деца, 75 мл",DCS3FXYBM,81,6.64,
68134,1,"Кафе на зърна Julius Meinl Classic Collection Prasident, 1 кг",DCX1DMMBM,71,34.25,
68134,1,"Сапун Palmolive Milk & Rose, 90 гр",DD65QBBBM,83,1.06,
68134,1,"Тоалетна хартия Zewa Exclusive Almond Milk, 4 слоя, 8 ролка",DDCKS3BBM,85,6.64,
68134,1,"Мляно кафе Taylors of Harrogate, After Dark, 100% арабика, 200 гр",DDCMBTYBM,70,8.68,
68134,1,"Кафе на зърна Segafredo Caffe Crema Classico, 1 кг",DDCT77YBM,71,27.99,
